Name,Party,Status 20221114,Year,Twitter,Href,Position,State
Sherry Clark,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sherry_Clark_(Tennessee),Governor,Tennessee
Mark Wright,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mark_Wright_(Tennessee),Governor,Tennessee
Patrick Whitlock,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Patrick_Whitlock,Governor,Tennessee
Yvonne Neubert,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Yvonne_Neubert,Governor,Tennessee
Heather Scott,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Heather_Scott_(Tennessee),Governor,Tennessee
Mark Brown,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mark_Brown_(Tennessee),Governor,Tennessee
Joe Wilmoth,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Joe_Wilmoth,Governor,Tennessee
George Blackwell Smith IV,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/George_Blackwell_Smith_IV,Governor,Tennessee
Cory King,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Cory_King,Governor,Tennessee
Tracy Yaste Tisdale,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tracy_Yaste_Tisdale,Governor,Tennessee
Justin Cornett,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Justin_Cornett,Governor,Tennessee
Chad Riden,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Chad_Riden,Governor,Tennessee
Robert Sawyers,Nonpartisan,Last election,2019.0,"defaultdict(<class 'str'>, {})","https://ballotpedia.org/Robert_Sawyers,_Sr.",Governor,Tennessee
Vinnie Vineyard,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Vinnie_Vineyard,Governor,Tennessee
Gabriel Fancher,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AnswerFancher'})",https://ballotpedia.org/Gabriel_Fancher,Governor,Tennessee
Sean Fleming,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sean_Fleming,Governor,Tennessee
Alfred Rapoza,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Alfred_Rapoza,Governor,Tennessee
Jessie McDonald,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jessie_McDonald_(Tennessee),Governor,Tennessee
Toney Mitchell,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Toney_Mitchell,Governor,Tennessee
Mike Toews,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mike_Toews,Governor,Tennessee
Matthew Koch,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Matthew_Koch_(Tennessee),Governor,Tennessee
Jeremy Allen Stephenson,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jeremy_Allen_Stephenson,Governor,Tennessee
Tommy McAnally,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tommy_McAnally,Governor,Tennessee
Jaron Weidner,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jaron_Weidner,Governor,Tennessee
William Helmstetter,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/William_Helmstetter,Governor,Tennessee
Craig Fitzhugh,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Craig_Fitzhugh,Governor,Tennessee
Mezianne Vale Payne,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mezianne_Vale_Payne,Governor,Tennessee
Randy Boyd,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Randy_Boyd_(Tennessee),Governor,Tennessee
Diane Black,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Diane_Black,Governor,Tennessee
Beth Harwell,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/BethHarwellTN'})",https://ballotpedia.org/Beth_Harwell,Governor,Tennessee
Kay White,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Kay_White,Governor,Tennessee
Jeff Bivins,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jeff_Bivins,State Supreme Court,Tennessee
Sarah Campbell,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sarah_Campbell,State Supreme Court,Tennessee
Sharon G. Lee,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/JusticeLeeTN'})",https://ballotpedia.org/Sharon_Lee,State Supreme Court,Tennessee
Holly Kirby,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Holly_Kirby,State Supreme Court,Tennessee
Roger A. Page,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Roger_A._Page,State Supreme Court,Tennessee
James A. Rice,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/jimrice4justice'})",https://ballotpedia.org/James_Rice_(Montana),State Supreme Court,Montana
Bill D'Alton,Nonpartisan,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Bill_D'Alton,State Supreme Court,Montana
Ingrid Gayle Gustafson,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Ingrid_Gustafson,State Supreme Court,Montana
James Brown,Republican,Last elected,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/James_Brown_(Montana),State Supreme Court,Montana
Mike McMahon,unknown,Last elected,2016.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mike_McMahon_(Montana),State Supreme Court,Montana
Greg Abbott,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/GregAbbott_TX'})",https://ballotpedia.org/Greg_Abbott,Governor,Texas
Beto O'Rourke,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/BetoORourke'})",https://ballotpedia.org/Beto_O'Rourke,Governor,Texas
Mark Tippetts,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Mark4Gov'})",https://ballotpedia.org/Mark_Tippetts,Governor,Texas
Delilah Barrios,Green,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DelilahforTexas'})",https://ballotpedia.org/Delilah_Barrios,Governor,Texas
Mark Goloby,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mark_Goloby,Governor,Texas
Jacqueline Abernathy,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/abernathyfortx', 'Personal Twitter': 'https://www.twitter.com/ProfAbernathy'})",https://ballotpedia.org/Jacqueline_Abernathy,Governor,Texas
Joy Diaz,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JoyDiaz_TXGov'})",https://ballotpedia.org/Joy_Diaz,Governor,Texas
Michael Cooper,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MCooper2022'})",https://ballotpedia.org/Michael_Cooper_(Texas),Governor,Texas
Inocencio Barrientez,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Inocencio_Barrientez,Governor,Texas
Rich Wakeland,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/WakelandRich'})",https://ballotpedia.org/Rich_Wakeland,Governor,Texas
Allen B. West,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/West4Texas', 'Personal Twitter': 'https://www.twitter.com/AllenWest'})",https://ballotpedia.org/Allen_West,Governor,Texas
Donald Huffines,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DonHuffines'})",https://ballotpedia.org/Donald_Huffines,Governor,Texas
Chad Prather,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/WatchChad'})",https://ballotpedia.org/Chad_Prather,Governor,Texas
Rick Perry,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Rick_Perry_(Texas_gubernatorial_candidate),Governor,Texas
Kandy Kaye Horn,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Kandy_Kaye_Horn,Governor,Texas
Paul Belew,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Paul_Belew,Governor,Texas
Daniel Harrison,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Harrison4TxGov'})",https://ballotpedia.org/Daniel_Harrison,Governor,Texas
Fidel Castillo,Libertarian,Last convention,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Fidel_Castillo,Governor,Texas
Lupe Valdez,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/LupeValdez'})",https://ballotpedia.org/Lupe_Valdez,Governor,Texas
Andrew White,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/randrewwhite'})",https://ballotpedia.org/Andrew_White_(Texas),Governor,Texas
Cedric Davis,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Cedric4Texas'})",https://ballotpedia.org/Cedric_Davis,Governor,Texas
Grady Yarbrough,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Grady_Yarbrough,Governor,Texas
Jeffrey Payne,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/Jeffrey4Texas'})",https://ballotpedia.org/Jeffrey_Payne,Governor,Texas
Adrian Ocegueda,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/TxReason'})",https://ballotpedia.org/Adrian_Ocegueda,Governor,Texas
Thomas Wakely,Green,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Wakely2020'})",https://ballotpedia.org/Thomas_Wakely,Governor,Texas
James Clark,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/James_Jolly_Clark,Governor,Texas
Joe Mumbach,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Joe_Mumbach,Governor,Texas
Barbara Krueger,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Barbara_Krueger,Governor,Texas
Larry SECEDE Kilgore,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Larry_SECEDE_Kilgore,Governor,Texas
Tim Cella,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tim_Cella,State Senate,Texas
Robert Morrow,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Robert_Morrow_(Texas),State Senate,Texas
Anne Beckett,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Anne_Beckett,State Senate,Texas
Jesse Cuellar,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jesse_Cuellar,State Senate,Texas
Jimmy Monreal,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jimmy_Monreal_(2020_vice_presidential_candidate),State Senate,Texas
Abram Loeb,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Abram_Loeb,State Senate,Texas
Jennifer Jairala,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jennifer_Jairala,State Senate,Texas
Debra Lehrmann,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/JusticeLehrmann'})",https://ballotpedia.org/Debra_Lehrmann,State Supreme Court,Texas
Erin Nowell,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JusticeErinTx', 'Personal Twitter': 'https://www.twitter.com/erintxlaw'})",https://ballotpedia.org/Erin_Nowell,State Supreme Court,Texas
Tom Oxford,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tom_Oxford,State Supreme Court,Texas
Rebeca Huddle,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/rebecaahuddle'})",https://ballotpedia.org/Rebeca_Huddle,State Supreme Court,Texas
Amanda Reichek,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AReichek'})",https://ballotpedia.org/Amanda_Reichek,State Supreme Court,Texas
Evan Young,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JusticeYoungTX', 'Personal Twitter': 'https://www.twitter.com/E_A_Young'})",https://ballotpedia.org/Evan_Young,State Supreme Court,Texas
Julia Maldonado,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Julia_Maldonado,State Supreme Court,Texas
David Schenck,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/David_Schenck,State Supreme Court,Texas
Mary Lou Keel,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mary_Lou_Keel,State Supreme Court,Texas
Scott Walker,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Scott_Walker_(Texas),State Supreme Court,Texas
Dana Huffman,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/huffmanforjudge'})",https://ballotpedia.org/Dana_Huffman,State Supreme Court,Texas
Clint Morgan,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/clintmorgantx'})",https://ballotpedia.org/Clint_Morgan,State Supreme Court,Texas
Jesse McClure,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jesse_McClure,State Supreme Court,Texas
Robert Johnson,unknown,Last elected,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Robert_Johnson_(Texas),State Supreme Court,Texas
Marco Rubio,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenRubioPress', 'Campaign Twitter': 'https://www.twitter.com/TeamMarco', 'Personal Twitter': 'https://www.twitter.com/marcorubio'})",https://ballotpedia.org/Marco_Rubio,U.S. Senate,Florida
Val Demings,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepValDemings', 'Campaign Twitter': 'https://www.twitter.com/valdemings'})",https://ballotpedia.org/Val_Demings,U.S. Senate,Florida
Dennis Misigoy,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DennisMisigoy'})",https://ballotpedia.org/Dennis_Misigoy,U.S. Senate,Florida
Steven B. Grant,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/attorneygrant'})",https://ballotpedia.org/Steven_B._Grant_(Florida),U.S. Senate,Florida
Tuan Nguyen,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tuan_Nguyen_(Florida),U.S. Senate,Florida
Moses Quiles,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Moses_Quiles,U.S. Senate,Florida
Howard Knepper,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Howard_Knepper,U.S. Senate,Florida
Uloma Ekpete,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/UlomaEkpete'})",https://ballotpedia.org/Uloma_Ekpete,U.S. Senate,Florida
Edward A. Gray,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Enforcer34758'})",https://ballotpedia.org/Edward_A._Gray,U.S. Senate,Florida
Brian Rush,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Vote_BrianRush'})",https://ballotpedia.org/Brian_Rush,U.S. Senate,Florida
William Sanchez,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/SanchezForSen'})",https://ballotpedia.org/William_Sanchez_(Florida),U.S. Senate,Florida
Ricardo De La Fuente,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Ricky4Congress'})",https://ballotpedia.org/Ricardo_De_La_Fuente,U.S. Senate,Florida
Rick Scott,Republican,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenRickScott', 'Campaign Twitter': 'https://www.twitter.com/scottforflorida'})",https://ballotpedia.org/Rick_Scott,U.S. Senate,Florida
Bill Nelson,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/NelsonForSenate'})",https://ballotpedia.org/Bill_Nelson_(Florida),U.S. Senate,Florida
Ron DeSantis,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/GovRonDeSantis', 'Personal Twitter': 'https://www.twitter.com/RonDeSantisFL'})",https://ballotpedia.org/Ron_DeSantis,Governor,Florida
Charlie Crist,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CharlieCrist'})",https://ballotpedia.org/Charlie_Crist,Governor,Florida
Carmen Gimenez,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CarmenJackieFl'})",https://ballotpedia.org/Carmen_Gimenez,Governor,Florida
Hector Roos,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/roosforflorida'})",https://ballotpedia.org/Hector_Roos,Governor,Florida
Nikki Fried,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/NikkiFriedFL', 'Campaign Twitter': 'https://www.twitter.com/NikkiFried'})",https://ballotpedia.org/Nikki_Fried,Governor,Florida
Cadance Daniel,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/cadanceDaniel'})",https://ballotpedia.org/Cadance_Daniel,Governor,Florida
Robert Willis,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Robert_Willis_(Florida),Governor,Florida
Jeanette Nuñez,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/LtGovNunez'})",https://ballotpedia.org/Jeanette_Nuñez,Governor,Florida
Karla Hernandez,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/KarlaforFlorida'})",https://ballotpedia.org/Karla_Hernandez,Governor,Florida
Kyle Gibson,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Kyle_Gibson,Governor,Florida
Jerry Rorabaugh,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jerry_Rorabaugh,Governor,Florida
Andrew Gillum,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/AndrewGillum'})",https://ballotpedia.org/Andrew_Gillum,Governor,Florida
Ryan Foley,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Ryan_Foley,Governor,Florida
Bruce Stanley,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/BruceWStanley'})",https://ballotpedia.org/Bruce_Stanley,Governor,Florida
Gwen Graham,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Gwen_Graham,Governor,Florida
Philip Levine,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/mayorlevine'})",https://ballotpedia.org/Philip_Levine,Governor,Florida
Jeff Greene,Green,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jeff_Greene,Governor,Florida
Christopher King,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Christopher_King_(Florida),Governor,Florida
John Wetherbee,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_Wetherbee,Governor,Florida
Alex Lundmark,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Alex_Lundmark,Governor,Florida
Adam Putnam,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/adamputnam'})",https://ballotpedia.org/Adam_Putnam,Governor,Florida
Bob White,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Bob_White_(Florida),Governor,Florida
Timothy Devine,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Timothy_Devine,Governor,Florida
Bob Langford,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Bob_Langford,Governor,Florida
Bruce Nathan,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/BruceNathan2018'})",https://ballotpedia.org/Bruce_Nathan,Governor,Florida
Don Baldauf,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Don_Baldauf,Governor,Florida
John Joseph Mercadante,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/john_mercadante'})",https://ballotpedia.org/John_Joseph_Mercadante,Governor,Florida
Nancy Argenziano,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Nancy_Argenziano,Governor,Florida
Ellen Wilds,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Ellen_Wilds,Governor,Florida
John Tutton Jr.,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_Tutton_Jr.,Governor,Florida
Ryan McJury,unknown,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Ryan_McJury,Governor,Florida
Melissa Nixon,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Melissa_Nixon,State Senate,Florida
Angela Marie Walls-Windhauser,Republican,Next election,2024.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Angela_Marie_Walls-Windhauser,State Senate,Florida
Charles Tolbert,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Charles_Frederick_Tolbert,State Senate,Florida
Michael Laboch,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Michael_Laboch,State Senate,Florida
Raechelle Pope,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Raechelle_Pope,State Senate,Florida
Charles Canady,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Charles_Canady,State Supreme Court,Florida
John Daniel Couriel,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_D._Couriel,State Supreme Court,Florida
Jamie Rutland Grosshans,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jamie_Rutland_Grosshans,State Supreme Court,Florida
Jorge Labarga,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jorge_Labarga,State Supreme Court,Florida
Ricky Polston,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Ricky_Polston,State Supreme Court,Florida
Jim Pillen,Republican,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/jim_pillen'})",https://ballotpedia.org/Jim_Pillen,Governor,Nebraska
Carol Blood,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Blood4G'})",https://ballotpedia.org/Carol_Blood,Governor,Nebraska
Scott Zimmerman,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Scott_Zimmerman,Governor,Nebraska
Dave Wright,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Dave_Wright_(Nebraska),Governor,Nebraska
Robert Borer,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Robert_Borer_(Nebraska),Governor,Nebraska
Roy Harris,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Roy_Harris,Governor,Nebraska
Charles Herbster,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CWHerbster'})",https://ballotpedia.org/Charles_Herbster,Governor,Nebraska
Brett Lindstrom,Republican,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenBLindstrom', 'Campaign Twitter': 'https://www.twitter.com/votelindstrom'})",https://ballotpedia.org/Brett_Lindstrom,Governor,Nebraska
Theresa Thibodeau,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/TThibodeauNE'})",https://ballotpedia.org/Theresa_Thibodeau,Governor,Nebraska
Breland Ridenour,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/BrelandRidenour'})",https://ballotpedia.org/Breland_Ridenour,Governor,Nebraska
Michael Connely,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/connelysenate'})",https://ballotpedia.org/Michael_Connely,Governor,Nebraska
Donna Nicole Carpenter,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Donna_Nicole_Carpenter,Governor,Nebraska
Lela McNinch,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/LelaMcNinch'})",https://ballotpedia.org/Lela_McNinch,Governor,Nebraska
Troy Wentz,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Troy_Wentz,Governor,Nebraska
Joe Kelly,Republican,Date Elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Joe_Kelly_(Nebraska),Governor,Nebraska
Al Davis,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Al_Davis_(Nebraska),Governor,Nebraska
Jason Blumenthal,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jason_Blumenthal,Governor,Nebraska
